song,link
阿桑 - 温柔的慈悲,https://pan.quark.cn/s/1b805625b1da
吴奇隆 - 转弯,https://pan.quark.cn/s/0c252f6f821c
陶晶莹 - 太委屈,https://pan.quark.cn/s/669fd90091fa
陈慧琳 - 不如跳舞,https://pan.quark.cn/s/785a9278d985
郑秀文 - 眉飞色舞,https://pan.quark.cn/s/a44eba6a1693
林凡Freya - 一个人生活,https://pan.quark.cn/s/12518fc1c749
古巨基 - 只要有你,https://pan.quark.cn/s/e4cf4c3f7e3b
南拳妈妈 - 香草吧噗,https://pan.quark.cn/s/f9b6467d4fde
陈琳 - 爱就爱了,https://pan.quark.cn/s/5b4b7ba3fa6f
古巨基 - 好想好想,https://pan.quark.cn/s/d323acde8eed
田震 - 风雨彩虹铿锵玫瑰,https://pan.quark.cn/s/ee67772c2e9c
ai mini - 遇,https://pan.quark.cn/s/f1edda21ebb5
信乐团 - One Night In 北京,https://pan.quark.cn/s/9bc067bd2e28
容祖儿 - 挥着翅膀的女孩,https://pan.quark.cn/s/c1bd3e329086
刀郎 - 2002年的第一场雪,https://pan.quark.cn/s/f5e99d2e24f0
谢霆锋 - 因为爱所以爱,https://pan.quark.cn/s/dbf709cd13cf
张玉华 - 原谅,https://pan.quark.cn/s/b2178cdbaf5b
黄国俊 - 真爱你的云,https://pan.quark.cn/s/7f2b3a188d5d
张卫健 - 你爱我像谁,https://pan.quark.cn/s/513af1c65d40
哥哥妹妹 - 杀破狼,https://pan.quark.cn/s/953d240a5b46
周迅 - 看海,https://pan.quark.cn/s/fa954803274e
梁咏琪 - 灰姑娘,https://pan.quark.cn/s/b56a3b1e943e
Twins - 下一站天后,https://pan.quark.cn/s/04ee6b4768e6
张韶涵 - 遗失的美好,https://pan.quark.cn/s/fd61da0fb5df
朴树 - 生如夏花,https://pan.quark.cn/s/110fbe1af498
韩红 - 那片海,https://pan.quark.cn/s/bf30bf5d18c3
江美琪 - 亲爱的你怎么不在我身边,https://pan.quark.cn/s/5be195ac53ae
许慧欣 - 爱情抗体,https://pan.quark.cn/s/81620931789e
欧得洋 - 孤单北半球,https://pan.quark.cn/s/7b90fa6c6929
游鸿明 - 下沙,https://pan.quark.cn/s/fb57cdd21acd
水木年华 - 在他乡,https://pan.quark.cn/s/9296ec5a8e18
陈小春 - 我爱的人,https://pan.quark.cn/s/960280bf38e0
林志颖 - 我不后悔,https://pan.quark.cn/s/86eb5507d739
王蓉 - 我不是黄蓉,https://pan.quark.cn/s/e1ba87cd8451
沙宝亮 - 暗香,https://pan.quark.cn/s/34631adfa0bd
迪克牛仔 - 我这个你不爱的人,https://pan.quark.cn/s/fe4da5b6422e
毛阿敏 - 相思,https://pan.quark.cn/s/d74ae4b04323
金学峰 - 心爱,https://pan.quark.cn/s/188b1f2f88a7
动力火车 - 当,https://pan.quark.cn/s/d508eee8c45c
徐洁儿 - 我可以忍受,https://pan.quark.cn/s/d5280fbe78e2
杨坤 - 无所谓,https://pan.quark.cn/s/fa93a4c0dd49
伍佰 & China Blue - 再度重相逢,https://pan.quark.cn/s/ea44fe4e3c7c
刘德华 - 男人哭吧不是罪,https://pan.quark.cn/s/29476cbab036
罗志祥 - 灰色空间,https://pan.quark.cn/s/4782d8bb106c
孙楠 - 拯救,https://pan.quark.cn/s/a264a5117de4
潘玮柏 - 壁虎漫步,https://pan.quark.cn/s/0e42eec034f0
彭佳慧 - 喜欢两个人,https://pan.quark.cn/s/13e3c10329fb
戴佩妮 - 怎样,https://pan.quark.cn/s/e1ba63f99967
陈奕迅 - 全世界失眠,
吴彤 - 好春光,https://pan.quark.cn/s/3f364b0d5d8e
刘若英 - 原来你也在这里,https://pan.quark.cn/s/904094704b57
CoCo李玟 - 月光爱人,https://pan.quark.cn/s/6ffa67df09b9
林忆莲 - 远走高飞,https://pan.quark.cn/s/ef2184330527
张惠妹 - 趁早,https://pan.quark.cn/s/6a2801bc35d2
莫文蔚 - 爱,https://pan.quark.cn/s/5498a019f9b6
弦子 - 醉清风,https://pan.quark.cn/s/1bc650230fe0
阿杜 - 离别,https://pan.quark.cn/s/d34911ea4600
周传雄 - 记事本,https://pan.quark.cn/s/e3c805e90f5f
温岚 - 眼泪知道,https://pan.quark.cn/s/96d277053b8c
范玮琪 - 到不了,https://pan.quark.cn/s/145e8a151a1b
庾澄庆 - 情非得已,https://pan.quark.cn/s/27ed16ffc9aa
汪峰 - 飞得更高,https://pan.quark.cn/s/a2749a863305
王力宏 - 龙的传人,https://pan.quark.cn/s/723b0962e1a5
F.I.R.飞儿乐团 - 你的微笑,https://pan.quark.cn/s/d798e1042301
胡彦斌 - 包袱,https://pan.quark.cn/s/5b0d57e34662
广智 - 不再回头,https://pan.quark.cn/s/ffa63f49660c
陈倩倩 - 婴儿,https://pan.quark.cn/s/da7a487aaac2
陈晓东 - 比我幸福,https://pan.quark.cn/s/031b65070815
刘欢 - 笑傲江湖,https://pan.quark.cn/s/8241c205c32e
韩磊 - 向天再借五百年,https://pan.quark.cn/s/47f3711f430c
黑龙 - 回心转意,https://pan.quark.cn/s/a802aa87360d
梁静茹 - 暖暖,https://pan.quark.cn/s/95cb0b886353
F4 - 流星雨,https://pan.quark.cn/s/70b0a4931698
屠洪刚 - 你,https://pan.quark.cn/s/7db51fcffe92
李殊 - 人间情多,
戴娆 - 铁齿铜牙纪晓岚,https://pan.quark.cn/s/46febef9f3cd
