song,link
五月天 阿信 - 一半人生,https://pan.quark.cn/s/1d937e93f39b
郑智化 - 中产阶级,https://pan.quark.cn/s/232cc8d05fd2
平安 - 北京一夜,https://pan.quark.cn/s/d42b19eaab09
郭峰/陈洁仪 - 心会跟爱一起走,https://pan.quark.cn/s/963f1d758488
石白其 - 无期<音量大版>,https://pan.quark.cn/s/5c05e44c585c
蓝莓 - 风不停,
安琥 - 天使的翅膀,https://pan.quark.cn/s/21abb4b3d3ce
周传雄 - 花香,https://pan.quark.cn/s/9dfa5d0c3f07
周华健/齐豫 - 神话·情话,https://pan.quark.cn/s/6b188addb909
郑智化 - 游戏人间,https://pan.quark.cn/s/5b525b481b47
郭峰 - 甘心情愿,https://pan.quark.cn/s/525c9cbc6dc2
曹芙嘉 - 夜夜夜夜,https://pan.quark.cn/s/ef6943421178
周华健 - 有没有一首歌会让你想起我,https://pan.quark.cn/s/59ca41a91f5c
朱杰 - 不必在乎我是谁,
王强 - 不想让你哭,https://pan.quark.cn/s/d4251d9b0b9d
郑源 - 当我孤独的时候还可以抱着你,https://pan.quark.cn/s/78141c9a09e1
上官红燕 - 玛尼情歌,https://pan.quark.cn/s/b0d3c5ec1d99
梁咏琪 - 胆小鬼,https://pan.quark.cn/s/702a15e44c04
游鸿明 - 白色恋人,https://pan.quark.cn/s/13cab13b1cf7
林子祥/叶蒨文 - 选择,https://pan.quark.cn/s/cb5ad22aa5a1
任贤齐 - 兄弟,https://pan.quark.cn/s/8a4732316d3e
神木与瞳 - 崩裂前声嘶力竭,https://pan.quark.cn/s/34b7620ba960
巫启贤 - 思念谁,https://pan.quark.cn/s/5bdcd5704aa1
邵帅 - 暖一杯茶,https://pan.quark.cn/s/a3663a6e6bc3
邓涛 - 生命中只要有你,https://pan.quark.cn/s/f1edc610b148
南玛子呷 - 多年以后,https://pan.quark.cn/s/fd0902384d96
张小九 - 野居,
Shakin' Stevens - Because I Love You,https://pan.quark.cn/s/15acaa323298
洪启/马条/杨嘉松/张楚/钟立风/艾尔肯-Erkin Abdulla - 我想，我想,
方琦 - 抹去泪水,
萧忆情Alex - 不谓侠,https://pan.quark.cn/s/2bbf14a8a0f7
房子帆 - 群星-送给你晚安的歌（房子帆 remix）,
Gareth Gates - Too Serious Too Soon,https://pan.quark.cn/s/c0cb4a329170
龚子婕JessieG - 未知伴侣,https://pan.quark.cn/s/5dc53539bc89
林东 - 原来,https://pan.quark.cn/s/b2cfefeb7ff1
Tokyo Square - Keep On Loving You,
王馨平 - 别问我是谁,https://pan.quark.cn/s/fb0cd1f84784
易欣 - 忘了忧伤,https://pan.quark.cn/s/a49d053d68c2
雷婷 - 你是我一生最爱的人,https://pan.quark.cn/s/584803796bbd
李圣杰 - 最近,https://pan.quark.cn/s/fa198cdf2560
尹姝贻 - 白夜,https://pan.quark.cn/s/2ceea304d455
张震岳/蔡健雅 - 思念是一种病,https://pan.quark.cn/s/87b7263fb5ca
雨天/杨蔓 - 让泪化作相思雨,
虎二 - 原来,https://pan.quark.cn/s/fb01bf97bb88
丸子呦 - 广寒宫,https://pan.quark.cn/s/dcba3113b09a
弦子 - 醉清风 (2005版),
许佳慧 - 本末倒置,https://pan.quark.cn/s/75fbada1b94d
戴爱玲 - 空港,https://pan.quark.cn/s/19e58c8787f0
许巍 - 灵岩,https://pan.quark.cn/s/5235b3324d1e
万芳 - 夜照亮了夜,https://pan.quark.cn/s/ae49509f0d47
王恩信Est/二胖u（王訫） - 你走以后1.0,
潘玮柏/徐洁儿 - Tell Me,
夏小虎 - 九月的歌,https://pan.quark.cn/s/7cc4c37160e2
李克勤 - 护花使者,https://pan.quark.cn/s/26fd4aa99378
庆庆 - 纠结,https://pan.quark.cn/s/b31a8466ad70
陈洁仪 - 遺憾,https://pan.quark.cn/s/4f391c513876
谭联耀 - 行星（PLANET）,
蓝波 - 哎呦 姑娘,https://pan.quark.cn/s/2aa037e6732d
Westlife - My Love,https://pan.quark.cn/s/123a26241f34
邱振哲（Qiu Pika） - 太阳,https://pan.quark.cn/s/c66c2be7d85a
M2M - The Day You Went Away,https://pan.quark.cn/s/d2d30a02b77e
神木与瞳 - 为你而活,https://pan.quark.cn/s/afb3b5b184c8
阿木 - 追梦人,https://pan.quark.cn/s/bc114ddaddbf
东方晴儿 - 再见吧我最爱的你,https://pan.quark.cn/s/50b51ee35aa3
Christine Welch - 一百万个可能,https://pan.quark.cn/s/bed073115da2
萨顶顶 - 左手指月,https://pan.quark.cn/s/b7f40daa16c2
蔡明希（不才） - 化身孤岛的鲸,https://pan.quark.cn/s/18c1ea52d25e
陈学冬 - 不再见,https://pan.quark.cn/s/b482fd483975
房东的猫 - 云烟成雨,https://pan.quark.cn/s/e59b065e2f03
隔壁老樊 - 游,https://pan.quark.cn/s/7b2788d5ce24
枯木逢春 - 这城市风总是很大,https://pan.quark.cn/s/5874a2130ba9
赵钶 - 保护色,
陶喆 - 就是爱你,
蔡健雅 - 被驯服的象,https://pan.quark.cn/s/a433b1ffb100
栗先达 - 热勇,https://pan.quark.cn/s/cf511e59bd06
"好妹妹乐队 - 我说今晚月光那么美,你说是的",https://pan.quark.cn/s/b47a40176fb8
齐一 - 这个年纪,https://pan.quark.cn/s/32181878e251
金玟岐 - 岁月神偷,https://pan.quark.cn/s/b426cd1e964c
任贤齐 - 还有我,https://pan.quark.cn/s/6c66edd17f0a
陈秋含 - 青梅竹马,https://pan.quark.cn/s/4088de90d214
张敬轩 - 断点,https://pan.quark.cn/s/715de5dc7fbe
小沈阳/沈春阳 - 都要好好的,https://pan.quark.cn/s/f9457a82f32b
广东雨神/许华升 - 陪你到底 (《东斜西独》主题曲),https://pan.quark.cn/s/2f7b645ef892
庾澄庆 - 情非得已,https://pan.quark.cn/s/27ed16ffc9aa
许一鸣 - 想你想疯了,
匿名情书/潘攀 - 她的眼睛会唱歌,https://pan.quark.cn/s/6ae667441c9a
花粥/王胜娚 - 出山,https://pan.quark.cn/s/04b06000f0af
音阙诗听 - 红昭愿,https://pan.quark.cn/s/00513d5d86c8
任素汐 - 胡广生,https://pan.quark.cn/s/aee9ce117e8d
One Direction - What Makes You Beautiful,https://pan.quark.cn/s/a9a8d224e2cf
阿肆/郭采洁 - 世界上的另一个我,https://pan.quark.cn/s/271a39d352a1
阿虾 - 八十年代的歌,https://pan.quark.cn/s/3fea6675ca10
韩安旭 - 不在,https://pan.quark.cn/s/9f5ddd3a9f46
许飞 - 父亲写的散文诗,https://pan.quark.cn/s/f57d9408ce86
王力宏/谭维维 - Bridge of Faith,https://pan.quark.cn/s/b6160dffbcea
阿虾 - 爱江山更爱美人,https://pan.quark.cn/s/33ddf638f213
小洲 - 有多少人和我一样,
欧得洋 - 孤单北半球,https://pan.quark.cn/s/7b90fa6c6929
暗杠/寅子 - 说书人,https://pan.quark.cn/s/36ec4ff40ad2
花粥/马雨阳 - 盗将行,https://pan.quark.cn/s/7017a000dd40
毛不易 - 像我这样的人,https://pan.quark.cn/s/8c9e259029b1
刘昊霖/kidult. - Landing Guy,https://pan.quark.cn/s/dcee22c349de
S Club 7 - Never Had A Dream Come True,https://pan.quark.cn/s/25bd8f983df6
梅艳芳 - 一生爱你千百回,https://pan.quark.cn/s/c00f43b85e8b
张希/曹方 - 认真地老去,https://pan.quark.cn/s/f25295253032
Charlie Puth/Selena Gomez - We Don't Talk Anymore,https://pan.quark.cn/s/4cda1ab76c0e
Gorgon City - No More,https://pan.quark.cn/s/f60acf1f86cf
南征北战NZBZ - 骄傲的少年,https://pan.quark.cn/s/2788eb8f0dff
GALA - 追梦赤子心,https://pan.quark.cn/s/96405a8562b7
周雨田 - 光明（翻自 汪峰）,
蓝波 - 往事如烟,https://pan.quark.cn/s/085c9fda60d0
Michael Learns To Rock - Take Me to Your Heart,https://pan.quark.cn/s/791ee16f03e4
樊凡 - 我想大声告诉你,
央金兰泽 - 遇上你是我的缘,
周传雄 - 黄昏,https://pan.quark.cn/s/f8395f7d5fe1
张震岳 - 再见,https://pan.quark.cn/s/cd0ed887a285
许慧欣 - 七月七日晴,https://pan.quark.cn/s/ff19d7839fc6
爱乐团 - 天涯,https://pan.quark.cn/s/de1fa676764f
莫文蔚 - 电台情歌,https://pan.quark.cn/s/2945cefdf1e8
邓丽君 - 我只在乎你,
Leo Sayer - More Than I Can Say,https://pan.quark.cn/s/9813891a7b0f
光泽 - 空心,https://pan.quark.cn/s/e516016e7f90
Air Supply - Making Love Out Of Nothing At All (Live),
张雨生 - 我的未来不是梦,https://pan.quark.cn/s/1f4d63008b2a
夹子道 - 死心塌地,https://pan.quark.cn/s/ccee1bb857e6
Eliane - Close to You,
潘玮柏/弦子 - 不得不爱,https://pan.quark.cn/s/c0da74f0e87b
Coldplay - Yellow,https://pan.quark.cn/s/bbfedd5d3da9
广东雨神 - 广东十年爱情故事,
庞龙 - 兄弟干杯,https://pan.quark.cn/s/1ccda3efbbad
毛宁 - 涛声依旧,https://pan.quark.cn/s/a1f1c3256f70
Rihanna - Take a Bow,https://pan.quark.cn/s/cfa5a1618dd5
巫启贤 - 太傻,https://pan.quark.cn/s/a6c8a0b79c95
暴林 - 下定决心忘记你 (暴林&乞丐版),https://pan.quark.cn/s/1361f5fd0641
Mariah Carey - Bye Bye (Album Version),https://pan.quark.cn/s/6b2516369a29
Fun./Janelle Monáe - We Are Young (feat. Janelle Monáe),
金海心 - 右手戒指,https://pan.quark.cn/s/78e6baf78ada
陈柏霖 - 南城,https://pan.quark.cn/s/12000fd583d5
苏永康 - 爱一个人好难,https://pan.quark.cn/s/b77eae6e7801
徐怀钰 - 分飞,https://pan.quark.cn/s/bcfeca7c4407
Deutschland sucht den Superstar - Cry on My Shoulder,https://pan.quark.cn/s/fcdd6155ea61
Shayne Ward - Breathless,https://pan.quark.cn/s/dd1dd0be3d66
Timbaland/OneRepublic - Apologize,https://pan.quark.cn/s/9fba709e6fb3
陶晶莹 - 太委屈,https://pan.quark.cn/s/669fd90091fa
The Band Perry - If I Die Young,https://pan.quark.cn/s/5644e0df4e24
王鹤铮 - 爱我就跟我走,https://pan.quark.cn/s/324d7313bd9b
Leihoku - Bricks,https://pan.quark.cn/s/c5147352e95f
Kelly Clarkson - Because of You,https://pan.quark.cn/s/9e85e0f1c507
金海心 - 把耳朵叫醒,https://pan.quark.cn/s/fb1d51d05226
买辣椒也用券 - 起风了,https://pan.quark.cn/s/003d9852ae16
Leona Lewis - Better in Time,https://pan.quark.cn/s/4b1031cc8107
阿木 - 有一种爱叫做放手,https://pan.quark.cn/s/93193c65a944
王大毛 - 去年夏天,https://pan.quark.cn/s/b231df66da60
Tamas Wells - Valder Fields,https://pan.quark.cn/s/10d398228148
Caron Nightingale - Promise Don't Come Easy,https://pan.quark.cn/s/15078ea857a4
彭钧/李柏凝 - 穿过生命散发的芬芳,
Angela Ammons - Always Getting Over You,https://pan.quark.cn/s/25250a68bd27
阿杜 - 撕夜,https://pan.quark.cn/s/c06dd1861dd9
王宇良 - 闻窗一如初见,https://pan.quark.cn/s/0f0b135cc140
Michael Learns To Rock - That's Why You Go Away,https://pan.quark.cn/s/32e9aabf3628
本多RuRu - 美丽心情,https://pan.quark.cn/s/1cda459d7337
莫艳琳 - 爱一点,https://pan.quark.cn/s/91c1d12e7296
蓝波 - 你到底有没有爱过我,https://pan.quark.cn/s/8d4f6e2da750
Westlife - Nothing's Gonna Change My Love For You,
木梳 - 朋友不多,https://pan.quark.cn/s/5d5eb7035e4b
Jaci Velasquez - Imagine Me Without You,https://pan.quark.cn/s/a6cd861e6314
Laura Pausini - It's Not Good-Bye,https://pan.quark.cn/s/753931f8f40f
上上 - 青春大概,https://pan.quark.cn/s/252ec2fcc128
秋野 - 远方的姑娘我想念你 你可知道,https://pan.quark.cn/s/b35b7129d601
柳妍熙 - 谁记得,https://pan.quark.cn/s/ac1f53cf3049
金海心 - 爱似水仙,https://pan.quark.cn/s/f846db28f2ad
陈慧琳 - Love Paradise,https://pan.quark.cn/s/6d468ec10d26
P!nk/Nate Ruess - Just Give Me a Reason,https://pan.quark.cn/s/48d5e3d99840
莫文蔚 - 慢慢喜欢你,
小海 - 亲爱的你,https://pan.quark.cn/s/4033cdb9a1ea
刘珂矣 - 风筝误,https://pan.quark.cn/s/077d19cccf1d
Lady A - Need You Now (iTunes Session),https://pan.quark.cn/s/ced2d263d194
Lindsey Ray - Better Off,https://pan.quark.cn/s/3005adbf76e8
太阳部落 - 唱给未来的歌,https://pan.quark.cn/s/e18e5a1e90dd
陈曦 - 原来占据你内心的人不是我（治愈男版）（翻自 贺一航）,https://pan.quark.cn/s/cc790a2a2d8c
Maisy Kay - Out of My Mind,https://pan.quark.cn/s/e3f2d6ed4e25
Eliane - Keep You Safe,https://pan.quark.cn/s/de03b622407c
毛不易 - 消愁,https://pan.quark.cn/s/1e34debe2183
夏小虎 - 夕阳下的歌,https://pan.quark.cn/s/7cc4c37160e2
荼夏 - 时光里的他和他（原曲 我们没有在一起）（Cover 刘若英）,
程璧 - 晴日共剪窗,https://pan.quark.cn/s/a59a152b6afb
岳云鹏/好妹妹乐队 - 送情郎,https://pan.quark.cn/s/1fcb91e35066
赵雷 - 成都,https://pan.quark.cn/s/1af3ad17df5a
赵雷 - 吉姆餐厅,https://pan.quark.cn/s/b097b9349882
赵雷 - 理想,https://pan.quark.cn/s/c7cf55891211
王力宏/卢巧音 - 好心分手,https://pan.quark.cn/s/16bc7ecf8157
崔天琪 - 我要找到你,
Dance Flow - 迷人的危险,https://pan.quark.cn/s/2d3821479b62
悦开心i/张家旺 - 别怕我伤心,
李圣杰 - 最近,https://pan.quark.cn/s/fa198cdf2560
李行亮 - 愿得一人心,https://pan.quark.cn/s/74758a698240
林志炫 - 离人,https://pan.quark.cn/s/a12dd39e66b8
买辣椒也用券 - 成全,https://pan.quark.cn/s/e9425c457b75
黄梓溪 - 世面,https://pan.quark.cn/s/ebed328b42a7
吕海妮 - 下辈子如果我还记得你,
巧乐兹 - 断点,
郑钧 - 私奔,https://pan.quark.cn/s/4870e6cf5f94
晓月老板 - 探清水河,https://pan.quark.cn/s/7101c80da68d
郝云 - 活着,https://pan.quark.cn/s/500983ebbbfd
赵雷 - 我们的时光,https://pan.quark.cn/s/b097b9349882
小时姑娘 - 望,
The Script/will.i.am - Hall of Fame,https://pan.quark.cn/s/fd8c2687afe3
海来阿木 - 阿果吉曲,https://pan.quark.cn/s/5c9dd13a6479
太阳部落 - 让我们回去吧,https://pan.quark.cn/s/ded93a4fb1d0
老狼 - 情人劫,https://pan.quark.cn/s/82c2912e963f
Jaci Velasquez - Destiny,https://pan.quark.cn/s/d8ff16a5befc
